name,model,year,km_driven,fuel,transmission,owner,mileage,engine,max_power,torque_val,seats,selling_price
volkswagen,polo_diesel_trendline_1.2l,2013,80000,diesel,manual,thirdowner,22.07,1199.0,73.9,180.0,5.0,350000
toyota,innova_crysta_2.4_zx_mt_bsiv,2017,33019,diesel,manual,firstowner,13.68,2393.0,147.8,343.0,7.0,1748999
hyundai,eon_era_plus,2012,38000,petrol,manual,firstowner,21.1,814.0,55.2,74.5,5.0,244000
hyundai,verna_1.6_sx,2012,100000,diesel,manual,secondowner,22.32,1582.0,126.32,259.8,5.0,360000
hyundai,santro_xing_gls,2009,77000,petrol,manual,firstowner,17.92,1086.0,62.1,96.1,5.0,150000
toyota,etios_gd,2014,250000,diesel,manual,firstowner,23.59,1364.0,67.04,170.0,5.0,550000
mahindra,tuv_300_t10,2018,50000,diesel,manual,secondowner,18.49,1493.0,100.0,240.0,7.0,775000
maruti,wagon_r_lxi_bs_iv,2015,50000,petrol,manual,secondowner,20.51,998.0,67.04,90.0,5.0,320000
mahindra,bolero_2011-2019_di_4wd_non_ac,2012,80000,diesel,manual,secondowner,13.6,2523.0,63.0,180.0,8.0,320000
chevrolet,beat_diesel_lt_option,2014,76000,diesel,manual,secondowner,25.44,936.0,56.3,142.5,5.0,170000
fiat,avventura_power_up_1.3_emotion,2015,96500,diesel,manual,firstowner,20.5,1248.0,91.72,209.0,5.0,425000
maruti,swift_lxi,2020,1000,petrol,manual,firstowner,21.21,1197.0,81.8,113.0,5.0,445000
maruti,alto_800_lxi,2014,25000,petrol,manual,firstowner,22.74,796.0,47.3,69.0,5.0,250000
maruti,alto_lxi,2011,40000,petrol,manual,firstowner,19.7,796.0,46.3,62.0,5.0,155000
hyundai,eon_d_lite_plus,2014,62000,petrol,manual,firstowner,21.1,814.0,55.2,74.5,5.0,180000
renault,duster_110ps_diesel_rxl_amt,2017,50000,diesel,automatic,firstowner,19.6,1461.0,108.45,245.0,5.0,850000
mahindra,xylo_e4_bs_iv,2010,60000,diesel,manual,secondowner,14.0,2498.0,112.0,260.0,7.0,250000
maruti,800_std_bsii,2004,46000,petrol,manual,fourthowner,16.1,796.0,37.0,59.0,4.0,75000
maruti,alto_800_base,2016,40000,petrol,manual,firstowner,22.74,796.0,47.3,69.0,5.0,220000
maruti,alto_lxi,2012,50000,petrol,manual,secondowner,19.7,796.0,46.3,62.0,5.0,200000
hyundai,i20_2015-2017_sportz_1.4_crdi,2014,70100,diesel,manual,firstowner,22.54,1396.0,88.73,219.7,5.0,484999
mahindra,bolero_di_non_ac_bsiii,2010,300000,diesel,manual,thirdowner,13.6,2523.0,63.0,180.0,7.0,320000
hyundai,grand_i10_crdi_magna,2016,56000,diesel,manual,firstowner,24.0,1120.0,70.0,160.0,5.0,480000
mahindra,xuv500_w10_2wd,2017,54000,diesel,manual,firstowner,16.0,2179.0,140.0,330.0,7.0,1625000
toyota,fortuner_2.8_4wd_at_bsiv,2016,90000,diesel,automatic,firstowner,15.04,2755.0,174.5,450.0,7.0,3100000
ford,ecosport_1.5_diesel_trend_plus_bsiv,2018,53000,diesel,manual,firstowner,23.0,1498.0,98.96,205.0,5.0,700000
volkswagen,vento_1.5_tdi_highline_at,2016,60000,diesel,automatic,firstowner,22.15,1498.0,108.6,250.0,5.0,1000000
maruti,alto_k10_lxi,2011,90000,petrol,manual,firstowner,20.92,998.0,67.1,90.0,5.0,165000
mahindra,bolero_slx_2wd,2010,120000,diesel,manual,secondowner,13.6,2523.0,63.0,180.0,7.0,315000
renault,kwid_1.0_rxt_optional,2018,60000,petrol,manual,firstowner,23.01,999.0,67.0,91.0,5.0,400000
maruti,alto_800_vxi,2017,23000,petrol,manual,firstowner,24.7,796.0,47.3,69.0,5.0,325000
hyundai,i10_sportz_1.1l,2015,20000,petrol,manual,firstowner,19.81,1086.0,68.05,99.04,5.0,350000
maruti,sx4_zxi_at_leather,2010,30000,petrol,automatic,firstowner,12.6,1586.0,103.2,145.0,5.0,350000
tata,sumo_gold_gx,2013,145000,diesel,manual,firstowner,15.3,2956.0,83.83,250.0,7.0,310000
tata,indigo_lx,2004,60000,diesel,manual,thirdowner,16.1,1405.0,70.0,13.5,5.0,100000
audi,q7_3.0_tdi_quattro,2009,120000,diesel,automatic,thirdowner,12.07,2967.0,241.4,550.0,7.0,1025000
hyundai,verna_1.6_sx,2012,100000,diesel,manual,secondowner,22.32,1582.0,126.32,259.8,5.0,450000
renault,kwid_rxt,2015,60000,petrol,manual,firstowner,25.17,799.0,53.3,72.0,5.0,300000
hyundai,accent_gls,2002,120000,petrol,manual,fourthowner,13.2,1495.0,94.0,12.5,5.0,55000
toyota,innova_2.5_v_diesel_7-seater,2011,197000,diesel,manual,firstowner,12.8,2494.0,102.0,20.4,7.0,800000
maruti,swift_dzire_vxi,2014,35000,petrol,manual,firstowner,19.1,1197.0,85.8,114.0,5.0,487000
toyota,corolla_altis_1.8_vl_cvt,2018,25000,petrol,automatic,firstowner,14.28,1798.0,138.03,173.0,5.0,1590000
mitsubishi,lancer_2.0_gld,2008,120000,diesel,manual,thirdowner,14.8,1998.0,68.0,12.5,5.0,165000
maruti,swift_dzire_zdi_plus,2018,30000,diesel,manual,firstowner,28.4,1248.0,74.02,190.0,5.0,800000
hyundai,xcent_1.2_kappa_s_option,2014,52000,petrol,manual,firstowner,19.1,1197.0,81.86,113.75,5.0,375000
maruti,swift_dzire_vxi_at,2012,120000,petrol,automatic,firstowner,17.4,1197.0,85.8,114.0,5.0,420000
maruti,alto_lx,2000,90000,petrol,manual,secondowner,19.7,796.0,46.3,62.0,5.0,45957
hyundai,grand_i10_1.2_crdi_asta,2017,60000,diesel,manual,firstowner,24.0,1186.0,73.97,190.24,5.0,550000
mahindra,tuv_300_mhawk100_t8,2017,67000,diesel,manual,secondowner,18.49,1493.0,100.0,240.0,7.0,660000
hyundai,i20_1.2_spotz,2017,50000,petrol,manual,firstowner,18.6,1197.0,81.83,114.7,5.0,550000
ford,classic_1.6_duratec_titanium,2013,120000,petrol,manual,firstowner,14.09,1596.0,99.6,146.0,5.0,350000
hyundai,eon_era_plus,2014,60000,petrol,manual,secondowner,21.1,814.0,55.2,74.5,5.0,220000
chevrolet,tavera_neo_3_10_seats_bsiii,2015,197000,diesel,manual,firstowner,13.58,2499.0,72.4,171.0,10.0,509999
maruti,celerio_zxi,2016,27000,petrol,manual,firstowner,23.1,998.0,67.04,90.0,5.0,459999
tata,indigo_tdi,2012,146000,diesel,manual,firstowner,19.61,1405.0,70.0,135.4,5.0,135000
renault,kwid_rxt_optional,2018,10000,petrol,manual,firstowner,25.17,799.0,53.3,72.0,5.0,340000
maruti,zen_d,2002,60000,diesel,manual,secondowner,20.8,1527.0,58.0,789.0,5.0,120000
honda,city_i_dtec_v,2014,120000,diesel,manual,secondowner,26.0,1498.0,98.6,200.0,5.0,640000
renault,lodgy_world_edition_110ps,2017,65000,diesel,manual,firstowner,19.98,1461.0,108.5,245.0,8.0,880000
honda,city_2017-2020_exi,2006,140000,petrol,manual,thirdowner,17.7,1497.0,78.0,12.7,5.0,158000
maruti,swift_dzire_ldi,2018,50000,diesel,manual,firstowner,28.4,1248.0,74.02,190.0,5.0,650000
hyundai,i20_1.4_sportz,2017,32331,diesel,manual,secondowner,22.54,1396.0,88.73,219.7,5.0,650000
maruti,swift_vdi_bsiv,2007,112880,diesel,manual,firstowner,25.2,1248.0,74.0,190.0,5.0,195000
maruti,swift_vxi_optional,2017,30000,petrol,manual,firstowner,20.4,1197.0,81.8,113.0,5.0,573000
hyundai,xcent_1.2_crdi_e_plus,2018,25000,diesel,manual,firstowner,25.4,1186.0,73.97,190.24,5.0,470000
hyundai,i20_sportz_1.2,2014,72000,petrol,manual,firstowner,18.6,1197.0,81.83,114.7,5.0,320000
maruti,swift_dzire_ldi,2019,70000,diesel,manual,firstowner,28.4,1248.0,74.02,190.0,5.0,558000
datsun,go_plus_t,2017,65000,petrol,manual,firstowner,19.02,1198.0,67.05,104.0,7.0,325000
fiat,grande_punto_active_(diesel),2013,52000,diesel,manual,firstowner,20.3,1248.0,75.0,197.0,5.0,280000
maruti,alto_k10_vxi,2016,50000,petrol,manual,firstowner,23.95,998.0,67.05,90.0,5.0,320000
hyundai,santa_fe_2wd_at,2014,146000,diesel,automatic,secondowner,13.01,2199.0,194.3,436.39,7.0,1050000
maruti,alto_k10_2010-2014_vxi,2013,60000,petrol,manual,firstowner,20.92,998.0,67.1,90.0,5.0,240000
tata,indigo_lx,2012,80000,diesel,manual,firstowner,17.0,1405.0,70.0,13.5,5.0,300000
mahindra,scorpio_2.6_crde_sle,2011,70000,diesel,manual,secondowner,10.5,2609.0,120.0,290.0,7.0,441000
hyundai,grand_i10_1.2_kappa_sportz_option,2018,6000,petrol,manual,firstowner,18.9,1197.0,81.86,113.75,5.0,520000
chevrolet,sail_hatchback_petrol_ls_abs,2013,25000,petrol,manual,firstowner,18.2,1199.0,84.8,113.0,5.0,245000
datsun,go_a_option_petrol,2019,10000,petrol,manual,firstowner,19.02,1198.0,67.05,104.0,5.0,500000
hyundai,verna_crdi_abs,2007,110000,diesel,manual,firstowner,18.1,1493.0,110.0,24.0,5.0,240000
mercedesbenz,new_c-class_c_250_cdi_elegance,2011,90000,diesel,automatic,firstowner,14.94,2143.0,204.0,500.0,5.0,1000000
toyota,etios_liva_diesel_trd_sportivo,2012,162000,diesel,manual,thirdowner,,,,,,265000
toyota,corolla_altis_1.8_j,2009,82000,petrol,manual,secondowner,14.53,1798.0,138.0,173.0,5.0,340000
honda,amaze_v_petrol_bsiv,2018,20000,petrol,manual,firstowner,19.5,1199.0,88.76,110.0,5.0,600000
maruti,alto_800_lxi,2015,40000,petrol,manual,firstowner,22.74,796.0,47.3,69.0,5.0,245000
honda,jazz_1.5_vx_i_dtec,2015,60000,diesel,manual,firstowner,27.3,1498.0,98.6,200.0,5.0,525000
maruti,sx4_zxi_with_leather_bsiii,2008,89000,petrol,manual,secondowner,15.6,1586.0,104.68,145.0,5.0,150000
tata,bolt_quadrajet_xe,2017,27000,diesel,manual,firstowner,22.95,1248.0,74.0,190.0,5.0,600000
honda,city_i_vtec_e,2014,60000,petrol,manual,firstowner,17.8,1497.0,117.3,145.0,5.0,650000
maruti,eeco_cng_5_seater_ac_bsiv,2017,140000,cng,manual,firstowner,30.716,1196.0,61.7,85.0,5.0,370000
tata,indica_v2_dls_tc,2009,118000,diesel,manual,secondowner,16.8,1405.0,62.0,12.5,5.0,90000
mahindra,bolero_slx_2wd_bsiii,2011,239451,diesel,manual,secondowner,13.6,2523.0,63.0,180.0,7.0,380000
mahindra,xuv500_at_w9_2wd,2018,20000,diesel,automatic,firstowner,16.0,2179.0,138.0,330.0,7.0,1500000
maruti,wagon_r_vxi_optional,2016,80000,petrol,manual,firstowner,20.51,998.0,67.04,90.0,5.0,390000
mahindra,tuv_300_t6_plus,2017,60000,diesel,manual,firstowner,18.49,1493.0,100.0,240.0,7.0,750000
mahindra,bolero_2011-2019_sle_bsiii,2016,120000,diesel,manual,firstowner,15.96,2523.0,62.1,195.0,7.0,550000
maruti,wagon_r_vxi,2010,35000,petrol,manual,firstowner,18.9,998.0,67.1,90.0,5.0,200000
maruti,swift_dzire_zdi,2013,80000,diesel,manual,fourthowner,23.4,1248.0,74.0,190.0,5.0,375000
nissan,micra_diesel_xl,2013,120000,diesel,manual,firstowner,23.08,1461.0,63.1,160.0,5.0,250000
maruti,800_ac,1999,80000,petrol,manual,thirdowner,16.1,796.0,37.0,59.0,4.0,80000
tata,zest_quadrajet_1.3_75ps_xm,2016,120000,diesel,manual,firstowner,22.95,1248.0,74.0,190.0,5.0,320000
maruti,alto_lx,2011,35000,petrol,manual,firstowner,19.7,796.0,46.3,62.0,5.0,220000
ford,figo_1.2p_ambiente_mt,2011,25000,petrol,manual,firstowner,18.16,1196.0,86.8,112.0,5.0,245000
maruti,swift_dzire_vxi,2008,70000,petrol,manual,fourthowner,17.5,1298.0,85.8,114.0,5.0,250000
toyota,innova_2.5_vx_7_str,2011,250000,diesel,manual,secondowner,12.8,2494.0,102.0,20.4,7.0,550000
hyundai,accent_gls_1.6_abs,2006,140000,petrol,manual,secondowner,14.4,1599.0,94.0,12.5,5.0,110000
maruti,ertiga_vxi,2012,59000,petrol,manual,firstowner,16.02,1373.0,93.7,130.0,7.0,560000
maruti,swift_vdi_bsiii,2008,100000,diesel,manual,secondowner,17.8,1248.0,75.0,190.0,5.0,260000
mahindra,scorpio_ex,2013,195000,diesel,manual,firstowner,14.0,2523.0,75.0,200.0,8.0,500000
honda,amaze_s_at_i-vtech,2015,45000,petrol,automatic,firstowner,15.5,1198.0,86.7,109.0,5.0,415000
volkswagen,polo_2015-2019_1.0_mpi_trendline,2018,14495,petrol,manual,firstowner,18.78,999.0,75.0,95.0,5.0,560000
chevrolet,beat_lt,2012,60000,petrol,manual,firstowner,18.6,1199.0,79.4,108.0,5.0,180000
tata,new_safari_dicor_2.2_gx_4x2_bs_iv,2010,100000,diesel,manual,secondowner,13.93,2179.0,138.1,320.0,7.0,235000
maruti,swift_dzire_ldi,2018,120000,diesel,manual,firstowner,28.4,1248.0,74.02,190.0,5.0,550000
toyota,innova_2.5_g_(diesel)_7_seater_bs_iv,2008,120000,diesel,manual,secondowner,12.8,2494.0,102.0,20.4,8.0,370000
toyota,etios_gd,2014,120000,diesel,manual,secondowner,23.59,1364.0,67.04,170.0,5.0,400000
maruti,ertiga_vdi,2013,92000,diesel,manual,thirdowner,20.77,1248.0,88.76,200.0,7.0,500000
hyundai,i20_1.4_sportz,2017,60000,diesel,manual,firstowner,22.54,1396.0,88.73,219.7,5.0,600000
maruti,alto_lxi,2007,88700,petrol,manual,thirdowner,19.7,796.0,46.3,62.0,5.0,130000
hyundai,i20_magna,2013,31377,petrol,manual,secondowner,18.5,1197.0,82.85,113.7,5.0,320000
tata,manza_aura_quadrajet,2009,43000,diesel,manual,firstowner,18.8,1248.0,90.0,200.0,5.0,250000
tata,indigo_cs_lx_(tdi)_bs_iii,2012,50000,diesel,manual,thirdowner,19.09,1396.0,69.0,135.0,5.0,180000
tata,manza_elan_quadrajet_bs_iv,2011,120000,diesel,manual,firstowner,21.12,1248.0,88.8,200.0,5.0,265000
maruti,wagon_r_vxi_bs_iv,2015,60000,petrol,manual,firstowner,20.51,998.0,67.04,90.0,5.0,290000
maruti,wagon_r_vxi_1.2,2019,10000,petrol,manual,firstowner,20.52,1197.0,81.8,113.0,5.0,490000
hyundai,i20_sportz_1.2,2015,90000,petrol,manual,firstowner,18.6,1197.0,81.83,114.7,5.0,516000
mahindra,kuv_100_d75_k6_plus_5str,2016,62000,diesel,manual,firstowner,25.32,1198.0,77.0,190.0,5.0,390000
maruti,alto_k10_2010-2014_vxi,2013,25000,petrol,manual,firstowner,20.92,998.0,67.1,90.0,5.0,215000
maruti,zen_estilo_lxi_bs_iv,2009,60000,petrol,manual,firstowner,19.0,998.0,67.1,90.0,5.0,165000
maruti,swift_dzire_vxi,2010,60000,petrol,manual,secondowner,17.5,1298.0,85.8,114.0,5.0,240000
bmw,x6_xdrive30d,2013,56000,diesel,automatic,firstowner,11.2,2993.0,241.0,540.0,4.0,3750000
tata,bolt_quadrajet_xm,2017,50000,diesel,manual,firstowner,22.95,1248.0,74.0,190.0,5.0,600000
maruti,omni_e_mpi_std_bs_iv,2016,60000,petrol,manual,firstowner,16.8,796.0,34.2,59.0,8.0,210000
renault,kwid_1.0_rxt_optional,2016,34000,petrol,manual,firstowner,23.01,999.0,67.0,91.0,5.0,300000
maruti,800_ac,2006,70000,petrol,manual,secondowner,16.1,796.0,37.0,59.0,4.0,155000
tata,tigor_1.2_revotron_xe,2019,25000,petrol,manual,firstowner,20.3,1199.0,84.0,114.0,5.0,450000
maruti,800_ac_bsiii,2004,80000,petrol,manual,secondowner,16.1,796.0,37.0,59.0,4.0,120000
ford,ecosport_1.5_ti_vct_mt_trend_bsiv,2016,50478,petrol,manual,firstowner,15.85,1499.0,110.4,140.0,5.0,670000
tata,tiago_2019-2020_xz_plus_diesel,2019,2000,diesel,manual,firstowner,27.28,1047.0,69.0,140.0,5.0,670000
hyundai,i20_magna_1.4_crdi,2016,90000,diesel,manual,secondowner,22.54,1396.0,88.73,219.7,5.0,550000
hyundai,grand_i10_1.2_kappa_sportz_dual_tone,2019,10000,petrol,manual,firstowner,18.9,1197.0,81.86,113.75,5.0,640000
maruti,ciaz_s_1.3,2017,47747,diesel,manual,firstowner,28.09,1248.0,88.5,200.0,5.0,810000
hyundai,santro_ls_zipplus,2000,50000,petrol,manual,secondowner,,,,,,140000
honda,civic_1.8_v_at,2009,105000,petrol,automatic,secondowner,12.9,1799.0,130.0,172.0,5.0,250000
maruti,omni_e_8_str_std,2003,90000,petrol,manual,secondowner,,,,,,40000
mahindra,bolero_di,2011,80000,diesel,manual,firstowner,13.6,2523.0,63.0,180.0,7.0,380000
tata,indigo_lx,2010,120000,diesel,manual,firstowner,17.0,1405.0,70.0,13.5,5.0,130000
honda,brv_i-dtec_v_mt,2016,72113,diesel,manual,firstowner,21.9,1498.0,98.6,200.0,7.0,850000
maruti,alto_lx,2011,60000,petrol,manual,thirdowner,19.7,796.0,46.3,62.0,5.0,130000
honda,city_2017-2020_vtec,2006,80000,petrol,manual,secondowner,16.9,1497.0,100.0,13.5,5.0,150000
tata,indigo_cs_ls_(tdi)_bs-iii,2014,45000,diesel,manual,firstowner,19.09,1405.0,69.01,135.0,5.0,300000
maruti,alto_k10_knightracer,2012,16830,petrol,manual,firstowner,20.2,998.0,67.1,90.0,5.0,260000
skoda,rapid_1.6_mpi_at_ambition_bsiv,2019,10000,petrol,automatic,firstowner,14.84,1598.0,103.2,153.0,5.0,835000
honda,city_2017-2020_gxi,2008,110000,petrol,manual,secondowner,17.7,1497.0,78.0,12.7,5.0,200000
volkswagen,polo_diesel_comfortline_1.2l,2013,80000,diesel,manual,firstowner,22.07,1199.0,73.9,180.0,5.0,360000
maruti,alto_800_vxi,2016,50000,petrol,manual,firstowner,22.74,796.0,47.3,69.0,5.0,270000
maruti,alto_800_lx,2015,28000,petrol,manual,secondowner,22.74,796.0,47.3,69.0,5.0,280000
mahindra,bolero_di_dx_8_seater,2009,70000,diesel,manual,secondowner,13.6,2523.0,63.0,180.0,8.0,270000
hyundai,eon_magna_plus_option,2012,44588,petrol,manual,firstowner,21.1,814.0,55.2,74.5,5.0,250000
tata,bolt_revotron_xe,2015,16500,petrol,manual,firstowner,17.57,1193.0,88.7,140.0,5.0,299000
honda,wr-v_i-dtec_vx,2018,25000,diesel,manual,firstowner,25.5,1498.0,98.6,200.0,5.0,800000
mahindra,bolero_sle,2009,170000,diesel,manual,secondowner,13.6,2523.0,63.0,180.0,7.0,400000
maruti,swift_dzire_vdi,2014,110000,diesel,manual,secondowner,23.4,1248.0,74.0,190.0,5.0,434999
tata,safari_dicor_2.2_lx_4x2,2012,135000,diesel,manual,firstowner,13.93,2179.0,138.03,320.0,7.0,525000
land,rover_range_rover_evoque_2.2l_pure,2013,77500,diesel,automatic,thirdowner,12.7,2179.0,187.7,420.0,5.0,2000000
toyota,yaris_v_cvt_bsiv,2018,25000,petrol,automatic,firstowner,17.8,1496.0,105.5,140.0,5.0,1100000
hyundai,accent_executive,2012,109322,petrol,manual,secondowner,16.36,1495.0,93.7,124.6,5.0,225000
maruti,swift_dzire_vxi,2017,50000,petrol,manual,firstowner,20.85,1197.0,83.14,115.0,5.0,550000
skoda,fabia_1.2l_diesel_ambiente,2011,100000,diesel,manual,firstowner,19.5,1199.0,75.0,180.0,5.0,210000
maruti,swift_dzire_vxi,2014,40000,petrol,manual,firstowner,19.1,1197.0,85.8,114.0,5.0,475000
tata,zest_revotron_1.2_xt,2015,50000,petrol,manual,firstowner,17.57,1193.0,88.7,140.0,5.0,325000
maruti,zen_estilo_lxi_bsiii,2007,70000,petrol,manual,firstowner,18.2,998.0,67.1,90.0,5.0,90000
honda,city_2017-2020_gxi,2006,80000,petrol,manual,secondowner,17.7,1497.0,78.0,12.7,5.0,93150
maruti,alto_800_lxi,2016,25000,petrol,manual,firstowner,22.74,796.0,47.3,69.0,5.0,300000
volkswagen,polo_gt_tdi,2012,110000,diesel,manual,secondowner,19.7,1598.0,103.6,250.0,5.0,400000
chevrolet,sail_lt_abs,2015,80000,diesel,manual,secondowner,22.1,1248.0,74.0,190.0,5.0,480000
maruti,omni_8_seater_bsii,2008,70000,petrol,manual,fourthowner,19.7,796.0,35.0,6.1,8.0,160000
ford,figo_titanium_diesel,2013,158000,diesel,manual,firstowner,24.4,1499.0,98.96,215.0,5.0,325000
hyundai,i20_era_1.4_crdi,2016,56239,diesel,manual,firstowner,22.54,1396.0,88.73,219.7,5.0,570000
ford,ecosport_1.5_tdci_trend_plus_bsiv,2017,60000,diesel,manual,firstowner,22.77,1498.0,98.59,205.0,5.0,800000
hyundai,santro_xing_gl,2010,110000,petrol,manual,firstowner,0.0,1086.0,62.0,96.1,5.0,150000
maruti,swift_vdi,2013,100000,diesel,manual,thirdowner,22.9,1248.0,74.0,190.0,5.0,320000
honda,jazz_vx_diesel,2015,63000,diesel,manual,firstowner,27.3,1498.0,98.6,200.0,5.0,525000
honda,wr-v_i-dtec_vx,2018,30000,diesel,manual,firstowner,25.5,1498.0,98.6,200.0,5.0,834000
tata,safari_dicor_2.2_lx_4x2,2012,80000,diesel,manual,firstowner,13.93,2179.0,138.03,320.0,7.0,390000
honda,city_1.5_v_at,2010,25000,petrol,automatic,firstowner,16.8,1497.0,118.0,146.0,5.0,800000
hyundai,verna_crdi_1.6_sx,2018,70000,diesel,manual,firstowner,22.0,1582.0,126.2,259.87,5.0,950000
toyota,etios_liva_1.4_gd,2014,54891,diesel,manual,firstowner,23.59,1364.0,67.04,170.0,5.0,480000
toyota,innova_2.5_vx_(diesel)_7_seater,2014,88000,diesel,manual,secondowner,12.99,2494.0,100.6,200.0,7.0,1019999
hyundai,grand_i10_1.2_kappa_magna_bsiv,2017,27000,petrol,manual,firstowner,18.9,1197.0,81.86,113.75,5.0,445000
maruti,vitara_brezza_ldi_option,2017,70000,diesel,manual,firstowner,24.3,1248.0,88.5,200.0,5.0,650000
mahindra,tuv_300_t6_plus_amt,2015,40000,diesel,automatic,firstowner,18.49,1493.0,100.0,240.0,7.0,620000
mahindra,bolero_power_plus_sle,2017,40000,diesel,manual,firstowner,16.5,1493.0,70.0,195.0,7.0,620000
maruti,wagon_r_vxi,2009,77000,petrol,manual,secondowner,21.79,998.0,67.05,90.0,5.0,185000
ford,ecosport_1.5_diesel_titanium_plus_bsiv,2017,33000,diesel,manual,firstowner,23.0,1498.0,98.96,205.0,5.0,880000
tata,indica_v2_els,2016,110000,diesel,manual,secondowner,25.0,1396.0,69.0,140.0,5.0,200000
maruti,celerio_vxi,2015,30000,petrol,manual,secondowner,23.1,998.0,67.04,90.0,5.0,290000
tata,tiago_1.2_revotron_xz,2017,25000,petrol,manual,firstowner,23.84,1199.0,84.0,114.0,5.0,430000
maruti,alto_lxi,2005,99361,petrol,manual,secondowner,19.7,796.0,46.3,62.0,5.0,90000
maruti,a-star_vxi,2009,50000,petrol,manual,firstowner,19.0,998.0,66.1,90.0,5.0,185000
maruti,dzire_zxi,2020,20000,petrol,manual,firstowner,23.26,1197.0,88.5,113.0,5.0,700000
